name,formattedAddress,lat,long,photoReference,placeID,rating,userRatingsTotal,cityType,cityName,compoundCode,types,hiddenGems,ticketStatus,budget,category,userType,openHours,closeHours,closeDays,description,access,activity,facility,suggestion
Gunung Mas Agrotourism,"Puncak Rd No.KM. 87, South Tugu, Cisarua, Bogor Regency, West Java 16750, Indonesia",-6.7076669,106.964901,ATJ83zggnidXfOoGYAo4UE_uiw8aXPj00ReRdZHNfMROUxU_aVdh2Bo142vw3mJ6Hw2wh1h1ynZb72aeWAqBtroojQoQ-cdunGn--DZasmD5_lLv7lhIc16tisbeGDS8lJK3y9OsiyQRRFkNNxSTpN2LXUQaSvhknCQCyri_MkcnI0cd2prK,ChIJ3aUHdMi3aS4RZSC7-qfr-Fw,4.4,5238,kabupaten,KABUPATEN BOGOR,"7XR7+WX South Tugu, Bogor Regency, West Java",tourist_attraction|park|point_of_interest|establishment,No,Yes,Medium,Nature|Relaxing|Adventure,Solo|Family|Couple|Friends,06.00,18.0,-,"Agrowisata Gunung Mas di Bogor adalah sebuah tempat wisata alam yang menawarkan suasana yang tenang dan asri dengan hamparan kebun teh yang menyejukkan mata. Di sini, pengunjung dapat bersantai, menikmati pemandangan alam, dan mencoba berbagai wahana seru.","Lokasi Agrowisata Gunung Mas berada di Jalan Raya Puncak Km 87, Tugu Selatan, Cisarua, Kota Bogor, Jawa Barat. Dari Stasiun Bogor, perjalanan ke kawasan ini memakan waktu sekitar 1 jam 52 menit dengan mobil, tetapi waktu tempuh dapat berbeda tergantung tingkat kemacetan di jalan menuju Puncak, Bogor.",Foto-foto di Tea Bridge.Glamping.Fun Off-Road.Piknik.,wahana wisata.tempat glamping.lokasi berpiknik atau berkemah.,"Bawa baju hangat, terutama jika berencana untuk beraktivitas di pagi dan sore hari.Kunjungi wahana Tea Bridge pada pagi hari untuk menghindari keramaian.Jika ingin berfoto, bawa properti foto seperti kamera atau ponsel."
Gunung Panjang,"Cogreg, Parung, Bogor Regency, West Java 16330, Indonesia",-6.4306845,106.6945752,ATJ83zhP1O4OHOid4Grz-Co5i17wEB-p6ZUf-tpdw_nRKI3EZHwzH5rbjGTGMl0kc0mwwCWBpPMGy2aIJO-ewn1Yz6U61ESFbHdopr6Z-KY-DG9EzjFRq7Anyckd72e34hUTQchiMJn8mRM8T3OYg062kgyqqv_zdQ4S3duyAXXqC-ESOgkK,ChIJE8SvD7TnaS4RUkOF_91UtS0,3.9,159,kabupaten,KABUPATEN BOGOR,"HM9V+PR Cogreg, Bogor Regency, West Java",tourist_attraction|point_of_interest|establishment,No,Yes,Low,Nature|Relaxing,Solo|Family|Couple|Friends,05.30,18.0,-,"Gunung Panjang adalah sebuah pemandian air panas yang populer di Bogor, Jawa Barat. Tempat ini memiliki sejarah dan mitos yang dalam masyarakat setempat, dan dahulu digunakan sebagai tempat perwayangan dan sesembahan leluhur. Legenda mengatakan bahwa mata air di Gunung Panjang muncul karena doa keturunan leluhur yang membutuhkan air. Sekarang, pemandian air panas ini menjadi objek wisata yang dikunjungi oleh banyak traveler.Air panas di Gunung Panjang terbukti bermanfaat untuk kesehatan sendi dan tulang, karena mengandung belerang. Selain menikmati air panas, pengunjung juga bisa menikmati keindahan perbukitan, sawah, dan hutan di sekitarnya.","Pemandian Air Panas Gunung Panjang terletak di Cogreg, Kecamatan Parung, Ciseeng, Kabupaten Bogor, Jawa Barat. Meskipun disebut ""Gunung Panjang,"" akses ke tempat ini tidak sulit dan tidak memerlukan perjalanan trekking seperti mendaki gunung.Jarak dari kota Bogor ke Pemandian Air Panas Gunung Panjang adalah sekitar 34 km.Waktu perjalanan biasanya antara 45 menit hingga 1 jam tergantung pada lalu lintas.Pengguna dapat menggunakan aplikasi Google Maps atau peta online lainnya untuk menemukan lokasi dengan mudah.",Berendam di Air Panas.Berfoto-foto.,Gazebo.Kamar Ganti.Mushola.Area Parkir.Toilet.,Pastikan untuk membawa pakaian renang dan perlengkapan mandi jika Anda berencana untuk berendam di air panas.Jaga kebersihan dan kelestarian lingkungan. Bantu menjaga tempat ini tetap bersih dan indah.
Gunung Peyek,"HPC2+22X, Jl. Pasar Ciseeng, Bojong Indah, Kec. Parung, Kabupaten Bogor, Jawa Barat 16330, Indonesia",-6.4298752,106.7000962,ATJ83zjKWmE0EwxktGxoqZYqHMuf22WuVRqTPQlFyrCHR-wLMUibSZVQxO2fsg6W3m88cUuqrV202sKtsP845z2vj5M9I2HaI9QP_qMPEFmomYOJlXrav6jml8CCWRlgPlZueRhGz-0ci-Dpq6Ldc7K3ZW5KuZy2XdCvoxnTC0JwYX4phmGa,ChIJYQDldMrnaS4RfJlMNheX-cs,4.0,940,kabupaten,KABUPATEN BOGOR,,tourist_attraction|point_of_interest|establishment,No,Yes,Low,Nature|Relaxing,Solo|Family|Couple|Friends,07.00,17.0,-,"Gunung Peyek adalah objek wisata alam yang terletak di Bogor, Jawa Barat, di tengah area persawahan. Meskipun disebut sebagai gunung, Gunung Peyek sebenarnya adalah bukit kapur kecil yang dikelilingi oleh hamparan sawah. Objek wisata ini terkenal karena kolam pemandian air panasnya yang indah yang memiliki kandungan belerang. Kolam-kolam ini memiliki warna hijau toska dan biru yang kontras dengan area sawah yang hijau kekuningan. Selain berendam, Gunung Peyek juga menawarkan pemandangan alam yang menakjubkan serta jalur bersepeda yang menarik.","Akses ke Gunung Peyek terbatas untuk kendaraan bermotor. Kendaraan pribadi dapat diparkir di kawasan perumahan warga, dan dari sana, pengunjung harus berjalan kaki dengan jarak yang cukup jauh untuk mencapai lokasi wisata. Rute yang harus dilalui adalah melalui Kedung Halang, menuju Kompleks TNI AD, dan kemudian menuju Kampung Jeletreng.Selama musim hujan, akses jalan bisa licin dan berlumpur, sehingga pengunjung perlu berhati-hati.",Berendam Air Panas.Bersepeda.Spot Foto.Menikmati Keindahan Alam.,Toilet.Warung Makan.Tempat Parkir.Kolam Pemandian Air Panas.,Gunakan pakaian yang nyaman dan sesuai untuk berenang.Pastikan untuk membawa peralatan bersepeda jika Anda berniat bersepeda di sekitar Gunung Peyek.Tetap menjaga kebersihan dan kelestarian lingkungan selama berkunjung.
Kampoeng Wisata Cinangneng,"CPM6+JHG, Jl. Babakan Kemang, RT.1/RW.2, Cihideung Udik, Kec. Ciampea, Kabupaten Bogor, Jawa Barat 16620, Indonesia",-6.5659313,106.7114553,ATJ83zjM6KgxcsC6C7pnn0zZdgUNhNCdHks82i0xfMThdw0PPHu1TTsz1UapK9YPQNNM0K4w_pQhMeUYs8WulV3VFFGPXsOKQOCXRev-rgGN6bfHapW2-g2fQAyAruMeE35tEpOW7o3VeVl-to3lWKZWTYAxMGnI_GUtr4qcgtr5YJYlUabk,ChIJSU0oJkbbaS4Rh1AyD5vUkEQ,4.4,1956,kabupaten,KABUPATEN BOGOR,,tourist_attraction|point_of_interest|establishment,No,Yes,Medium,Nature|Relaxing|Entertain|Edukasi|Perbelanjaan|Art,Solo|Family|Couple|Friends,08.00,17.0,-,"Kampoeng Wisata Cinangneng adalah tujuan rekreasi keluarga yang menarik di Kota Bogor selain Puncak. Tempat ini menawarkan suasana alam pedesaan yang khas dengan berbagai aktivitas menarik, terutama untuk anak-anak","Lokasi Kampoeng Wisata Cinangneng berada di Jl. Babakan Kemang RT. 01/ 02, Cihideung Udik, Kec. Ciampea, Ciampea, Cihideung Udik, Ciampea, Bogor. Untuk mencapainya, Anda dapat mengikuti rute menuju Ciampea, Bogor, dan dapat menggunakan kendaraan pribadi atau transportasi umum dengan panduan peta yang akurat.",Belajar memainkan alat musik dan lagu tradisional Sunda.Belajar menari tari tradisional Sunda.Belajar membuat kue tradisional.Menggambar pada caping pak tani dan menciptakan karya seni sederhana.Tour Kampoeng.Belajar Membuat Rengginang.Edukasi Tanaman Obat.,Guest house.Kolam renang.Toilet.Musholla.Toko souvenir.,Siapkan pakaian yang sesuai dengan aktivitas yang akan Anda ikuti.Selalu jaga kebersihan tempat dan lingkungan sekitar.Pastikan Anda memeriksa jam operasional dan harga tiket terbaru sebelum kunjungan Anda.
Kampung Wisata Djampang,"Km 42, Desa, Jl. Raya Parung, Jampang, Kec. Kemang, Kabupaten Bogor, Jawa Barat 16310, Indonesia",-6.473241400000001,106.7288187,ATJ83zh3v9YMxWAcEbHr2TsyrLlAoYPGwDLGceWYHiZjU8LG4zpCOrvYyXlip9C9xssFTfeay3lpv08WJtekzYGHTJGCW4mvnuLA0vBqPFaPZqDr912kqwiirdfT8yhOpr4j0vwcCsuTpBdO1Hm9jB7-wiazzJXKjuMewG97Q9n3R1_sRUQr,ChIJixOzRazCaS4R0ySnRC3H0_A,4.4,133,kabupaten,KABUPATEN BOGOR,"GPGH+PG Jampang, Bogor Regency, West Java",tourist_attraction|point_of_interest|establishment,No,Yes,Medium,Entertain|Edukasi|Perbelanjaan,Solo|Family|Couple|Friends,10.00,17.0,-,"Kampung Wisata Djampang adalah destinasi wisata di kawasan desa pemberdayaan Dompet Dhuafa yang menawarkan lebih dari 50 titik wisata unik di Indonesia. Terletak di Jl. Raya Parung – Bogor km. 42 Ds. Jampang Kec. Kemang Kab. Bogor 16310, lokasinya strategis. Kampung Wisata Djampang mencakup wilayah seluas 25 km persegi yang mencakup 3 Kecamatan.","Kampung Wisata Djampang mudah diakses karena berlokasi di Jl. Raya Parung – Bogor. Tempat ini terletak di kawasan Zona Madina, yang juga dapat dicapai dari daerah Jabodetabek.",pertunjukan silat.pelatihan memanah.budidaya ikan.pembuatan golok.budidaya jamur.kampung berbahasa Inggris.,kantin. masjid. ATM center. rumah sakit.,Pastikan untuk mencoba berbagai zona wisata unik yang ditawarkan oleh kampung ini.Jangan lewatkan kesempatan untuk belajar Bahasa Inggris di Jampang English Village (JEV).Periksa jam operasional sebelum kunjungan Anda karena jadwal bisa berbeda pada hari-hari tertentu.
Kawah Ratu,"Gunung Sari, Pamijahan, Bogor Regency, West Java 16810, Indonesia",-6.717505099999999,106.7131408,ATJ83zh_HfA1abZOKj8A7kB--G7Dn22f3BmqgmKCVMAPx2oiAWXb7FknVVY8MeZnPgJfCJLgEkj0c-F16KAQjzfgtQHMiRPOAOK0ROrHlTasYY4fcVwNJpgpmgYUhOrAVaUkDDqyffMn9OyhcYcAyL0m4feM-Mkv-lTntAIJORl4xZW7K3eB,ChIJb2kdQAPSaS4REFjOEfUuP6g,4.7,1319,kabupaten,KABUPATEN BOGOR,,tourist_attraction|park|point_of_interest|establishment,No,Yes,Low,Nature|Relaxing|Adventure,Solo|Family|Couple|Friends,06.00,11.0,-,"Kawah Ratu adalah bagian dari Taman Nasional Gunung Halimun Salak yang menawarkan pengalaman trekking dan pemandangan yang menakjubkan. Kawah ini terbentuk dari erupsi Gunung Salak dan mengandung belerang. Selain itu, pengunjung dapat merasakan udara sejuk dan panas yang dikeluarkan oleh kawah ini. Aktivitas yang dapat dinikmati di sini termasuk trekking, berfoto-foto, dan berkemah.","Kawah Ratu terletak di Desa Gunung Sari, Kecamatan Pamijahan, Kabupaten Bogor, sekitar 45 kilometer dari pusat kota Bogor, dengan waktu perjalanan sekitar 1 jam 30 menit.",Trekking.Berendam.Berkemah.,Area Perkemahan.Toilet.Area Parkir.Warung Makanan.,Pilih cuaca cerah untuk mengunjungi Kawah Ratu.Awasi anak-anak saat bermain air dan merendam di sumber mata air panas.Jagalah kebersihan area Kawah Ratu dan taman nasional.Jangan terlalu lama merendam di belerang karena bisa membuat pusing.Siapkan fisik karena jalur trekkingnya bisa sulit.
Kawasan Wisata Cikaret (Kawaci Park),"9H39+XJV, Bantar Karet, Nanggung, Bogor Regency, West Java 16650, Indonesia",-6.6450105,106.5690572,ATJ83zjT97v9g7w4DSwS03jursmK61VI25daV_1djw5GgEP0gaeqGaWN40d5ynbnt6p01IWEyQ-DdPIfKZksr1LFwjxD2FWdcB4kKMd0PvXzF755HL_Si6uPH9E8RE5FcUCUSE8e686Ix46xMx3utI0bSTWa5jbslbSzaD-1hwN7BWvcZVpz,ChIJmROHlI_XaS4RIw8b1eGjSUM,4.3,177,kabupaten,KABUPATEN BOGOR,,tourist_attraction|point_of_interest|establishment,No,Yes,Low,Nature|Relaxing|Entertain,Solo|Family|Couple|Friends,07.00,17.0,-,"Kawasan Wisata Cikaret, atau dikenal sebagai Kawaci Park, menjadi destinasi wisata yang semakin populer di Bogor. Terletak di tengah keindahan alam, kawasan ini menawarkan pengalaman liburan yang berbeda dengan nuansa alam yang khas Bogor.","Akses ke Kawasan Wisata Cikaret cukup mudah dijangkau dari kota Bogor. Rute menuju tempat ini tidak disebutkan dalam teks, namun kemungkinan dapat diakses dengan kendaraan pribadi atau transportasi umum. Informasi lebih lanjut dapat dicari sebelum perjalanan.","Berfoto di spot-spot indah dengan latar belakang pegunungan hijau.Pengunjung juga dapat menikmati taman buah, eksplorasi Curug Cikaret, dan berpartisipasi dalam kegiatan agrowisata.",Area foto.Jembatan merah.Air terjun mini.Taman buah.Fasilitas agrowisata.,Kenakan pakaian yang nyaman sesuai dengan aktivitas yang akan dilakukan.Periksa cuaca sebelum pergi dan siapkan perlengkapan seperti payung jika diperlukan.Bawa botol air minum untuk menjaga hidrasi.
Lake Jayamix Rumpin,"GHWV+MR7, Kp. Nuggaherang, Tegalega, Kec. Cigudeg, Kabupaten Bogor, Jawa Barat 16660, Indonesia",-6.453338599999999,106.5945385,ATJ83zh9twgUl9uBhVG9_2eO63yEWvRnoqzqzfk5-z4mAqDzl0EAfk94i85aI-0Vsm4DQTWXkREFl9-sB3wHch_OaUDqthVKpboMDXGmjLnjDsJhq6ToXlPzEC8gqJedvIiEYzmCk8ypoyEaEHxYrSTIhiTN5Wh9LoY_xsctp3YFkAySdEt5,ChIJeQRPZZLgaS4R830gAwQ2iPs,4.1,249,kabupaten,KABUPATEN BOGOR,,tourist_attraction|point_of_interest|establishment,No,No,Low,Nature|Relaxing|Adventure,Solo|Family|Couple|Friends,07.00,21.0,-,"Danau Quarry Rumpin di Bogor, Jawa Barat adalah tempat wisata alam yang menawarkan pemandangan indah danau hijau yang terbentuk secara alami dari bekas tambang batu. Airnya hijau tosca yang dikelilingi oleh perbukitan, menciptakan pemandangan eksotis dan menenangkan. Tempat ini cocok untuk berfoto, bersantai, dan menikmati keindahan alam.","Danau Quarry Rumpin terletak di Desa Kampung Sawah, Kecamatan Rumpin, Kabupaten Bogor, Provinsi Jawa Barat. Akses ke lokasi ini melibatkan perjalanan melalui jalan-jalan yang cukup sulit dan berdebu. Pengunjung dapat menggunakan kendaraan pribadi dan harus berhati-hati saat melewati jalan yang tidak beraspal, terutama selama musim hujan.Rute yang dapat diikuti adalah melewati simpang tiga Semplak atau pasar Parung, menuju Kecamatan Rumpin, dan mengikuti petunjuk menuju PT Lotus SG Lestari. Setelah melewati gunung Munara, pengunjung akan melalui perkampungan dengan jalan sempit dan rusak, dan akhirnya sampai di lokasi wisata.",Berfoto-foto di sekitar danau dengan tebing-tebing batu yang indah.Menikmati pemandangan danau dan perbukitan sekitarnya.Berjalan-jalan di sekitar area danau dan menikmati suasana alam.,perahu bebek.warung makan.,"Karena belum ada peresmian resmi, pengunjung dapat menikmati lokasi ini tanpa biaya masuk, tetapi biaya penggunaan wahana mungkin dikenakan."
Lembah Pelangi,"Jatake, Cimanggu, Cibungbulang, Cimanggu 1, Kec. Cibungbulang, Kabupaten Bogor, Jawa Barat 16630, Indonesia",-6.5550842,106.6682097,ATJ83zjmLIYWF49Jc_eYi-rDv_X3kIRsWapQ1Efm55zWmaJOEFEqWKk8D3FcoP7MV_plK8qQDt6_MJm6UPctLIirr39yeDIPvkPQXBU56LqK82uO5uApRJx9apQbqybGNZOp3NhEckabMz2efKbdhGPZxYZQ2Hwtcbm6eCn7njWEZ6itDci5,ChIJL2HRmobbaS4RzPvN4dghXsE,4.1,511,kabupaten,KABUPATEN BOGOR,"CMV9+X7 Cimanggu 1, Bogor Regency, West Java",tourist_attraction|point_of_interest|establishment,No,Yes,Low,Nature|Relaxing,Solo|Family|Couple|Friends,08.00,17.0,-,"Lembah Pelangi adalah salah satu air terjun yang terletak di Kawasan Tanggamus, yang menjadi daya tarik wisata karena keindahan air terjun dan suasana sekitarnya yang masih alami.","Lembah Pelangi terletak di Desa Pekon, Sukamaju, Kecamatan Ulubelu, Kabupaten Tanggamus, Provinsi Lampung. Dari luar kota, pengunjung dapat menggunakan transportasi udara ke Lampung, lalu melanjutkan perjalanan dengan kendaraan bermotor. Jaraknya sekitar 120 km dari bandara, dengan waktu perjalanan sekitar 3 jam 39 menit. Setelah mencapai daerah parkir, perjalanan dilanjutkan dengan berjalan kaki.",Menikmati keindahan air terjun yang memiliki tiga tingkat dengan ketinggian mencapai 20 meter.Bersantai dengan mandi di air panas yang tidak berbau belerang dan sangat nyaman.,spot foto. ,Pastikan untuk membawa peralatan mandi.
Objek Wisata Lembah Cisadane,"Putat Nutug, Ciseeng, Bogor Regency, West Java 16120, Indonesia",-6.4674613,106.6652142,ATJ83zhufyUZEFxQe904gdKqyxZ3b449CfqoQD9cmk7xb_8w5Z7qfRFd-hkg6SMI1M1RqjH3TSv8OeQ4EEMdGXPJkf0Bw2Qx7HuHsKpSx8fca4lHkamxFWdyq3pnG9n9lGKzRTmSq54sgspsWjZlwNvqtnmkeuzXI1BhyoAKspQDp1-6fyFc,ChIJScQ9RVLdaS4RKWyQyv6IRf0,4.2,20,kabupaten,KABUPATEN BOGOR,"GMM8+23 Putat Nutug, Bogor Regency, West Java",tourist_attraction|point_of_interest|establishment,No,Yes,Low,Nature|Relaxing|Entertain|Edukasi|Kuliner|Perbelanjaan,Solo|Family|Couple|Friends,08.00,17.0,-,"Lembah Cisadane adalah sebuah destinasi liburan yang ideal untuk menghilangkan stres dan penat. Tempat ini menawarkan keindahan alam asli dan udara segar yang dapat memberikan ketenangan. Terletak hanya sekitar 2 jam dari Jakarta, Lembah Cisadane menyajikan pemandangan alam yang menakjubkan, termasuk rerumputan hijau dan pepohonan yang menjulang. Kawasan ini juga menawarkan berbagai kegiatan yang cocok untuk keluarga dan teman-teman.","Lembah Cisadane terletak di Desa Putat Nutug, Kecamatan Ciseeng, Kabupaten Bogor, Jawa Barat. Untuk mencapainya, Anda dapat mengikuti rute menuju Ciseeng, Bogor, menggunakan kendaraan pribadi atau transportasi umum. Pastikan untuk menggunakan panduan peta yang akurat.",Bermain di kolam renang yang memiliki wahana permainan khusus untuk anak-anak.menikmati piknik. merasakan keindahan alam sekitarnya.,Area parkir.toilet.kamar ganti.musholla.gazebo.,Selalu siapkan pakaian yang sesuai dengan rencana aktivitas Anda.Penting untuk menjaga kebersihan tempat dan lingkungan sekitar.
Pancar Mountain Natural Park,"Kampung Ciburial, Karang Tengah, Kec. Babakan Madang, Kabupaten Bogor, Jawa Barat 16810, Indonesia",-6.5805618,106.9036852,ATJ83zioBMj_AFnKkqxFIlPe9gQzChlnD8IARKK8OE31xO0Lp71jy3bHPYMcm2Bey5yoWEtnulgtr_kC9U82T-VJYmYWy_Q9gp1v3XowgsbrzuRNVa6Qp3CxP6X0Sxld7hoGP79EhPamMQcGPf9ypl_KG-T_6N9wT6CeSdzaU535sX8CSOfT,ChIJdVFRHnnHaS4RMHZPcqSGcz8,4.1,1957,kabupaten,KABUPATEN BOGOR,"CW93+QF Central Karang, Bogor Regency, West Java",tourist_attraction|park|point_of_interest|establishment,No,Yes,Low,Nature|Relaxing|Adventure,Solo|Family|Couple|Friends,00.00,23.59,-,"Gunung Pancar terletak di Desa Karang Tengah, Babakan Madang, Bogor, Jawa Barat, yang sering lebih dikenal sebagai Sentul. Kawasan ini memiliki karakteristik pegunungan dengan mayoritas hutan pinus. Dengan ketinggian berkisar antara 300 hingga 800 meter di atas permukaan laut (mdpl), suhu di Gunung Pancar tidak jauh berbeda dengan kota Bogor, terutama daerah Sentul yang berdekatan dengan Gunung Pancar. Hutan pinus di sini juga dikelilingi oleh tumbuhan seperti Rasamala, Puspa, dan Beringin.","Lokasi Gunung Pancar dapat dicapai melalui Sentul City.Perjalanan dari Jakarta ke Gunung Pancar dapat ditempuh melalui tol Jagorawi dengan durasi sekitar 1 hingga 1,5 jam dalam kondisi lalu lintas normal.",Camping.PreweddingGlamping.Trekking.,Penginapan.Camping Ground.Pemandian Air Panas.Tempat Parkir.Trek hiking.Tempat makan.,Selalu perhatikan lingkungan dan jangan meninggalkan sampah.Pastikan untuk membawa perlindungan dari cuaca seperti mantel hujan atau pakaian hangat tergantung pada cuaca saat berkunjung.
Puncak Mustika Manik,"Gunung Sari, Pamijahan, Bogor Regency, West Java 16810, Indonesia",-6.687453499999999,106.674403,ATJ83zhFwxUHsnq8b1arqQdhRiDQl0Qf4DY5vQ0aMTl3lLyfzMwX_GLq1Jkdp7Dhgp9LKHvKFK4T9rWcanqRuskrN99RwBqd6wQJKjjCI1MeIM5Ykg1hXrff4ejKHJ3MkNUG_YumdbGp4Ldf5shMARIB47kixJadAfJOrU7ki6PsHcW0rnF_,ChIJF9_PuwnRaS4RqLMENPfMRJk,4.4,1444,kabupaten,KABUPATEN BOGOR,"8M7F+2Q Gunung Sari, Bogor Regency, West Java",tourist_attraction|point_of_interest|establishment,No,Yes,Low,Nature|Relaxing|Entertain,Solo|Family|Couple|Friends,08.00,17.0,-,"Puncak Mustika Manik adalah destinasi wisata yang menawarkan pengalaman unik menikmati lanskap alam Bogor dari ketinggian. Terletak di ujung tebing, lokasi ini memiliki berbagai gardu pandang kreatif yang menghadirkan pemandangan yang menakjubkan. Dengan ketinggian 897 meter di atas permukaan laut, pengunjung dapat menikmati pemandangan alam perbukitan yang hijau khas Jawa Barat.","Untuk mencapai Puncak Mustika Manik di Bogor, Jawa Barat, Anda dapat memulai perjalanan dengan menuju kawasan Gunung Salak Endah. Setelah tiba di pintu gerbang Taman Nasional Gunung Halimun Salak, Anda bisa melanjutkan perjalanan Anda dan mencari petunjuk jalan yang akan membawa Anda ke Puncak Mustika Manik.Setelah menemukan petunjuk tersebut, ikuti arah ke kanan dengan jarak sekitar 200 meter, dan Anda akan tiba di kawasan wisata Puncak Mustika Manik di Bogor.",Menikmati pemandangan indah dari gardu pandang.Berpose di berbagai spot foto tematik.Bersantai dan menikmati suasana alam.,Area parkir.Warung.Toilet.,Ikuti petunjuk dan peraturan keamanan saat mencoba atraksi sepeda gantung.Jaga kebersihan lingkungan dengan tidak membuang sampah sembarangan.
Sawargiloka Waterland,"Legok Akub, RT.5/RW.1, Sukaluyu, Kec. Tamansari, Kabupaten Bogor, Jawa Barat 16610, Indonesia",-6.6206581,106.7415364,ATJ83zhlg0PY323QmX8GkLr1PykKCTpkmkAJrlue2K7POG3LbiklMWJUm6jEZcwY1INEb_0lGDq5af9_xl9uty_EHq3WHiW06ttVvdBWP8cqh29tnTyy7rIq3QQ9E5_zbr50t5Iyio2iX18WKlxibBPhfr4AbiXJVX41bz-iD5PialUV5kHX,ChIJPbYjmVzFaS4RreKtKoonHuc,4.4,694,kabupaten,KABUPATEN BOGOR,"9PHR+PJ Sukaluyu, Bogor Regency, West Java",tourist_attraction|point_of_interest|establishment,No,Yes,Low,Nature|Relaxing|Entertain,Solo|Family|Couple|Friends,08.00,17.0,-,"Sawargiloka Waterland adalah tempat pemandian yang terletak di Jalan Ciapus Kompas Nomor. 15, Sukajaya, Tamansari, Bogor, Jawa Barat. Tempat ini terletak di wilayah perbukitan yang dikelilingi oleh hutan kecil dan zona perkebunan masyarakat setempat. Suasananya sangat indah dan alaminya, dengan udara yang cukup sejuk terutama di pagi hari.","Untuk mencapai Sawargiloka Waterland, Anda dapat menggunakan Jalan Ir. H. Juanda dari arah Kebun Raya Bogor. Dari jalur tersebut, Anda hanya perlu mengikuti Jalan Ciapus Kompas dan terus lurus hingga Anda menemukan tempat wisata ini di sebelah kiri jalan.",Bermain di Kolam Renang.Berpiknik.Terapi Ikan.,WC.Gazebo.Zona piknik.Kolam terapi ikan.Halaman bermain anak.Fasilitas camping.,"Pastikan Anda membawa perlengkapan berenang dan perlindungan matahari.Periksa harga tiket masuk dan jam operasi sebelum mengunjungi tempat ini, karena informasi tersebut dapat berubah dari waktu ke waktu.Bawa makanan dan minuman yang sesuai, atau Anda dapat membeli makanan di sekitar area ini.Ajak teman dan keluarga Anda untuk menikmati suasana alam yang indah di Sawargiloka Waterland, dan berhati-hatilah selama berenang dan bermain di kolam."
Situ Tamansari,"Jl. Tamansari No.529, Tamansari, Kec. Tamansari, Kabupaten Bogor, Jawa Barat 16610, Indonesia",-6.6535309,106.7540144,ATJ83zgP2KOEZCe3cNw723liMnCfN59Jsq1N8mNJ5cpLzBUB5FwJiz7CtLbw8F7azk0G4cpnSSngDwzBR5xPIejnW2av-swS6MzaKwSdUJRSkSEoB31LdQsFfBZobPtaP7oCq5VCJVUQoqC9lIPmZyofEoa8vSt5KDeBo3PkOPb84egXwTYX,ChIJb7olN7zPaS4RSMZTA0Zy-yc,4.4,1751,kabupaten,KABUPATEN BOGOR,"8QW3+HJ Tamansari, Bogor Regency, West Java",tourist_attraction|park|point_of_interest|establishment,No,No,Low,Nature|Relaxing|Entertain,Solo|Family|Couple|Friends,00.00,23.59,-,"Setu Tamansari, terletak di Kecamatan Tamansari, Kabupaten Bogor, adalah destinasi wisata yang menawarkan keindahan alam dengan latar belakang Gunung Salak dan danau eksotis. Tempat ini menjadi pilihan ideal bagi wisatawan yang menginginkan suasana sejuk di bawah kaki Gunung Salak.Suasana Setu Tamansari dipenuhi keindahan alam dengan semilir angin di bawah pepohonan rindang. Panorama Gunung Salak yang eksotis, dihiasi oleh burung-burung yang berkeliaran, menambah daya tarik tempat ini. Terutama saat senja tiba, warna senja yang keemasan memperindah cakrawala, menciptakan suasana romantis yang tak terlupakan.","Setu Tamansari terletak di Desa Tamansari, Kecamatan Tamansari, Kabupaten Bogor. Pengunjung dapat menggunakan peta Google Maps untuk menemukan lokasi ini dengan mudah. Lokasinya tidak terlalu jauh dari pusat Kota Bogor",Menikmati Panorama.Wisata Bebek Air dan Perahu.Berjemur Senja.,Kafe.Warung-warung .Wahana Bebek Air dan Perahu.Tempat parkir.,Periksa cuaca sebelum pergi dan kenakan pakaian yang sesuai.Datang pada waktu senja untuk pengalaman penuh romansa.
